,AUC Article Title,Titles,Journals,doi,Cross Ref Links,links,CiteScore,Open Access,ISSN,resurchify Links,Impact factor,H-Index
1167,DFT insights into the electronic and optical properties of fluorine-doped monoclinic niobium pentoxide (B-Nb<sub>2</sub>O<sub>5</sub>:F),"
                    Electronic structure and optical properties of Nb-doped Sr
                    2
                    TiO
                    4
                    by density function theory calculation
                  ",Chinese Physics B,10.1088/1674-1056/18/7/055,https://api.crossref.org/works/10.1088/1674-1056/18/7/055.xml,https://journalsearches.com/journal.php?title=Chinese Physics B,2.3, NO,16741056,https://www.resurchify.com/find/?query=16741056,1.54,57
1168,Electro-optic modulators based on hybrid plasmonic micro-ring-disk resonators with femtojoule switching energy,Review and perspective on ultrafast wavelength-size electro-optic modulators,Laser & Photonics Reviews,10.1002/lpor.201400219,https://api.crossref.org/works/10.1002/lpor.201400219.xml,https://journalsearches.com/journal.php?title=Laser & Photonics Reviews,,,,https://www.resurchify.com/find/?query=,,
1169,Electro-optic modulators based on hybrid plasmonic micro-ring-disk resonators with femtojoule switching energy,Transparent conducting oxides for electro-optical plasmonic modulators,Nanophotonics,10.1515/nanoph-2015-0004,https://api.crossref.org/works/10.1515/nanoph-2015-0004.xml,https://journalsearches.com/journal.php?title=Nanophotonics,9.4, YES,,https://www.resurchify.com/find/?query=nan,7.52,317
1170,Electro-optic modulators based on hybrid plasmonic micro-ring-disk resonators with femtojoule switching energy,Liquid-crystal-tunable metal–insulator–metal plasmonic waveguides and Bragg resonators,Journal of Optics,10.1088/2040-8978/15/5/055009,https://api.crossref.org/works/10.1088/2040-8978/15/5/055009.xml,https://journalsearches.com/journal.php?title=Journal of Optics,Optics,English,0150536X,https://www.resurchify.com/find/?query=0150536X,,
1171,Electro-optic modulators based on hybrid plasmonic micro-ring-disk resonators with femtojoule switching energy,Plasmonic Variable Optical Attenuator Based on Liquid-Crystal Tunable Stripe Waveguides,Plasmonics,10.1007/s11468-012-9440-7,https://api.crossref.org/works/10.1007/s11468-012-9440-7.xml,https://journalsearches.com/journal.php?title=Plasmonics,4.4, NO,15571955,https://www.resurchify.com/find/?query=15571955,2.68,61
1172,Electro-optic modulators based on hybrid plasmonic micro-ring-disk resonators with femtojoule switching energy,Femtojoule electro-optic modulation using a silicon–organic hybrid device,Light: Science & Applications,10.1038/lsa.2015.28,https://api.crossref.org/works/10.1038/lsa.2015.28.xml,https://journalsearches.com/journal.php?title=Light: Science & Applications,,,,https://www.resurchify.com/find/?query=,,
1173,Electro-optic modulators based on hybrid plasmonic micro-ring-disk resonators with femtojoule switching energy,Double-Teeth-Shaped Plasmonic Waveguide Electro-Optical Switches,Chinese Physics Letters,10.1088/0256-307X/28/8/088501,https://api.crossref.org/works/10.1088/0256-307X/28/8/088501.xml,https://journalsearches.com/journal.php?title=Chinese Physics Letters,2.3, NO,0256307X,https://www.resurchify.com/find/?query=0256307X,1.89,68
1174,Electro-optic modulators based on hybrid plasmonic micro-ring-disk resonators with femtojoule switching energy,Design of an Electro-Optic Modulator Based on a Silicon-Plasmonic Hybrid Phase Shifter,Journal of Lightwave Technology,10.1109/JLT.2013.2244848,https://api.crossref.org/works/10.1109/JLT.2013.2244848.xml,https://journalsearches.com/journal.php?title=Journal of Lightwave Technology,9.3, NO,07338724,https://www.resurchify.com/find/?query=07338724,5.03,205
1175,Electro-optic modulators based on hybrid plasmonic micro-ring-disk resonators with femtojoule switching energy,Hybrid Plasmonic Modulators and Filters Based on Electromagnetically Induced Transparency,IEEE Photonics Technology Letters,10.1109/LPT.2016.2514362,https://api.crossref.org/works/10.1109/LPT.2016.2514362.xml,https://journalsearches.com/journal.php?title=IEEE Photonics Technology Letters,5.5, NO,10411135,https://www.resurchify.com/find/?query=10411135,2.62,161
1176,Electro-optic modulators based on hybrid plasmonic micro-ring-disk resonators with femtojoule switching energy,Highly nonlinear hybrid silicon-plasmonic waveguides: analysis and optimization,Journal of the Optical Society of America B,10.1364/JOSAB.30.001954,https://api.crossref.org/works/10.1364/JOSAB.30.001954.xml,https://journalsearches.com/journal.php?title=Journal of the Optical Society of America B,,,,https://www.resurchify.com/find/?query=,,
1177,Electro-optic modulators based on hybrid plasmonic micro-ring-disk resonators with femtojoule switching energy,Mechanism that governs the electro-optic response of second-order nonlinear polymers on silicon substrates,Optical Materials Express,10.1364/OME.5.001653,https://api.crossref.org/works/10.1364/OME.5.001653.xml,https://journalsearches.com/journal.php?title=Optical Materials Express,6.3, YES,21593930,https://www.resurchify.com/find/?query=21593930,3.04,71
1178,Long-range all-dielectric plasmonic waveguide in mid-infrared,Slow and fast light: fundamentals and applications,Journal of Modern Optics,10.1080/09500340903159495,https://api.crossref.org/works/10.1080/09500340903159495.xml,https://journalsearches.com/journal.php?title=Journal of Modern Optics,3.1, NO,09500340,https://www.resurchify.com/find/?query=09500340,1.39,92
1179,Hybrid silicon plasmonic organic directional coupler-based modulator,Novel optical directional coupler based on surface plasmon polaritons,Physica E: Low-dimensional Systems and Nanostructures,10.1016/j.physe.2008.02.019,https://api.crossref.org/works/10.1016/j.physe.2008.02.019.xml,https://journalsearches.com/journal.php?title=Physica E: Low-dimensional Systems and Nanostructures,5.9, NO,,https://www.resurchify.com/find/?query=,,
1180,Hybrid silicon plasmonic organic directional coupler-based modulator,Electrooptical effects in silicon,IEEE Journal of Quantum Electronics,10.1109/JQE.1987.1073206,https://api.crossref.org/works/10.1109/JQE.1987.1073206.xml,https://journalsearches.com/journal.php?title=IEEE Journal of Quantum Electronics,4.5, NO,00189197,https://www.resurchify.com/find/?query=00189197,,
1181,Hybrid silicon plasmonic organic directional coupler-based modulator,Ultracompact Electroabsorption Modulators Based on Tunable Epsilon-Near-Zero-Slot Waveguides,IEEE Photonics Journal,10.1109/JPHOT.2012.2197742,https://api.crossref.org/works/10.1109/JPHOT.2012.2197742.xml,https://journalsearches.com/journal.php?title=IEEE Photonics Journal,5.4, YES,19430655,https://www.resurchify.com/find/?query=19430655,2.29,79
1182,Hybrid silicon plasmonic organic directional coupler-based modulator,Design of a polymer directional coupler electro-optic switch using two-section reversed electrodes,Applied Physics B,10.1007/s00340-009-3545-5,https://api.crossref.org/works/10.1007/s00340-009-3545-5.xml,https://journalsearches.com/journal.php?title=Applied Physics B,,,,https://www.resurchify.com/find/?query=,,
1183,Hybrid silicon plasmonic organic directional coupler-based modulator,Facile Synthesis of Highly Efficient Phenyltetraene-Based Nonlinear Optical Chromophores for Electrooptics,Organic Letters,10.1021/ol060178b,https://api.crossref.org/works/10.1021/ol060178b.xml,https://journalsearches.com/journal.php?title=Organic Letters,10.2, NO,15237060,https://www.resurchify.com/find/?query=15237060,6.06,246
1184,Semiconductor plasmonic gas sensor using on-chip infrared spectroscopy,Measurements of the refractive index of sea water relative to copenhagen standard sea water,Deep Sea Research and Oceanographic Abstracts,10.1016/0011-7471(67)90050-2,https://api.crossref.org/works/10.1016/0011-7471(67)90050-2.xml,https://journalsearches.com/journal.php?title=Deep Sea Research and Oceanographic Abstracts,,,00117471,https://www.resurchify.com/find/?query=00117471,,
1185,Semiconductor plasmonic gas sensor using on-chip infrared spectroscopy,Air-Quality Monitoring in the Mid-Infrared,Optics and Photonics News,10.1364/OPN.26.11.000026,https://api.crossref.org/works/10.1364/OPN.26.11.000026.xml,https://journalsearches.com/journal.php?title=Optics and Photonics News,4.1, NO,10476938,https://www.resurchify.com/find/?query=10476938,1.96,50
1186,Semiconductor plasmonic gas sensor using on-chip infrared spectroscopy,Fourier-transform infrared spectroscopy combined with immunomagnetic separation as a tool to discriminate Salmonella serovars,The Analyst,10.1039/c0an00497a,https://api.crossref.org/works/10.1039/c0an00497a.xml,https://journalsearches.com/journal.php?title=The Analyst,6, NO,00032654,https://www.resurchify.com/find/?query=00032654,4.77,160
1187,Semiconductor plasmonic gas sensor using on-chip infrared spectroscopy,Sources of spontaneous emission based on indium arsenide,Semiconductors,10.1134/S1063782608060018,https://api.crossref.org/works/10.1134/S1063782608060018.xml,https://journalsearches.com/journal.php?title=Semiconductors,1.3, NO,10637826,https://www.resurchify.com/find/?query=10637826,0.73,43
1188,Semiconductor plasmonic gas sensor using on-chip infrared spectroscopy,Oxidation of InAs(110) and correlated changes of electronic surface properties,Journal of Vacuum Science & Technology B: Microelectronics and Nanometer Structures,10.1116/1.583538,https://api.crossref.org/works/10.1116/1.583538.xml,https://journalsearches.com/journal.php?title=Journal of Vacuum Science & Technology B: Microelectronics and Nanometer Structures,,,,https://www.resurchify.com/find/?query=,,
1189,Semiconductor plasmonic gas sensor using on-chip infrared spectroscopy,Improved Oxygen Diffusion Barrier Properties of Ruthenium-Titanium Nitride Thin Films Prepared by Plasma-Enhanced Atomic Layer Deposition,Journal of Nanoscience and Nanotechnology,10.1166/jnn.2011.3222,https://api.crossref.org/works/10.1166/jnn.2011.3222.xml,https://journalsearches.com/journal.php?title=Journal of Nanoscience and Nanotechnology,,,15334880,https://www.resurchify.com/find/?query=15334880,,
1190,Hybrid plasmonic electro-optical modulator,Simulation of ultra-small GaAs MESFET using quantum moment equations,IEEE Transactions on Electron Devices,10.1109/16.123465,https://api.crossref.org/works/10.1109/16.123465.xml,https://journalsearches.com/journal.php?title=IEEE Transactions on Electron Devices,5.5, NO,00189383,https://www.resurchify.com/find/?query=00189383,,
1191,Amplitude modulation in infrared metamaterial absorbers based on electro-optically tunable conducting oxides,Visible-light-enhanced catalytic oxidation reactions on plasmonic silver nanostructures,Nature Chemistry,10.1038/nchem.1032,https://api.crossref.org/works/10.1038/nchem.1032.xml,https://journalsearches.com/journal.php?title=Nature Chemistry,37.1, NO,17554330,https://www.resurchify.com/find/?query=17554330,14.95,249
1192,Amplitude modulation in infrared metamaterial absorbers based on electro-optically tunable conducting oxides,Electrically Tunable Critically Coupled Terahertz Metamaterial Absorber Based on Nematic Liquid Crystals,Physical Review Applied,10.1103/PhysRevApplied.3.064007,https://api.crossref.org/works/10.1103/PhysRevApplied.3.064007.xml,https://journalsearches.com/journal.php?title=Physical Review Applied,6.5, NO,,https://www.resurchify.com/find/?query=nan,7.52,317
1193,Amplitude modulation in infrared metamaterial absorbers based on electro-optically tunable conducting oxides,Time-Dependent Dielectric Breakdown and Stress-Induced Leakage Current Characteristics of 0.7-nm-EOT $\hbox{HfO}_{2}$ pFETs,IEEE Transactions on Device and Materials Reliability,10.1109/TDMR.2011.2149527,https://api.crossref.org/works/10.1109/TDMR.2011.2149527.xml,https://journalsearches.com/journal.php?title=IEEE Transactions on Device and Materials Reliability,3.5, NO,15304388,https://www.resurchify.com/find/?query=15304388,1.89,72
1194,Obstetricians' perspective towards cesarean section delivery based on professional level: Experience from Egypt,Contribution of Select Maternal Groups to Temporal Trends in Rates of Caesarean Section,Journal of Obstetrics and Gynaecology Canada,10.1016/S1701-2163(16)34566-2,https://api.crossref.org/works/10.1016/S1701-2163(16)34566-2.xml,https://journalsearches.com/journal.php?title=Journal of Obstetrics and Gynaecology Canada,2.3, NO,17012163,https://www.resurchify.com/find/?query=17012163,0.97,73
1195,Obstetricians' perspective towards cesarean section delivery based on professional level: Experience from Egypt,Turkish obstetricians’ personal preference for mode of delivery and attitude toward cesarean delivery on maternal request,Archives of Gynecology and Obstetrics,10.1007/s00404-010-1682-z,https://api.crossref.org/works/10.1007/s00404-010-1682-z.xml,https://journalsearches.com/journal.php?title=Archives of Gynecology and Obstetrics,3.9, NO,09320067,https://www.resurchify.com/find/?query=09320067,2.37,73
1196,Obstetricians' perspective towards cesarean section delivery based on professional level: Experience from Egypt,Danish obstetricians' personal preference and general attitude to elective cesarean section on maternal request: A nation-wide postal survey,Acta Obstetricia et Gynecologica Scandinavica,10.1111/j.0001-6349.2004.0312.x,https://api.crossref.org/works/10.1111/j.0001-6349.2004.0312.x.xml,https://journalsearches.com/journal.php?title=Acta Obstetricia et Gynecologica Scandinavica,5.7, YES,00016349,https://www.resurchify.com/find/?query=00016349,3.79,106
